,Team Name,Year,Assists Per Game,Turnovers Per Game,Personal Fouls Per Game,Steals Per Game,Free-Throw Percentage,Field-Goal Percentage,Three-Point Field-Goal Percentage,Turnover Margin,Blocked Shots Per Game,Scoring Margin,Won-Lost Percentage,Three Pt FG Defense,Scoring Offense,Scoring Defense,Three-Point Field Goals Per Game,Rebound Margin,Field-Goal Percentage Defense,Qualified,adaPredictions
1499,Drake,2017,13.0,12.5,5,6.1,75.6,40.9,34.4,-0.1,2.5,-5.9,22.6,36.9,71.2,77.1,8.7,-3.8,46.1,No,No
1500,Drake,2018,14.8,12.1,13,6.0,77.0,43.7,36.4,0.0,2.5,0.3,50.0,33.7,73.7,73.4,8.5,-2.3,45.1,No,No
1501,Drake,2010,11.7,10.1,10,5.5,75.7,43.6,38.1,2.3,2.0,-1.9,42.4,36.5,66.6,68.5,8.6,-6.6,46.0,No,No
1502,Drake,2011,11.6,12.2,11,5.6,68.5,42.7,35.4,1.0,2.8,-3.3,41.9,32.8,64.4,67.7,6.5,-5.5,45.0,No,No
1503,Drake,2012,10.3,12.9,20,6.9,65.6,43.9,36.2,0.8,3.0,0.2,52.9,30.5,67.0,66.8,6.2,-2.2,43.0,No,No
1504,Drake,2013,13.5,13.8,14,5.7,71.7,44.7,38.8,-0.7,2.2,-0.7,46.9,35.1,71.8,72.5,8.7,-2.7,44.6,No,No
1505,Drake,2015,11.9,13.2,4,4.5,76.8,45.6,40.8,-3.1,1.9,-7.3,29.0,38.8,59.5,66.8,6.5,-3.2,47.7,No,No
1506,Sam Houston St.,2016,16.9,11.8,21,5.5,69.8,43.5,34.1,1.6,1.7,3.6,52.9,35.6,75.0,71.4,7.8,3.0,44.1,No,No
1507,Sam Houston St.,2017,14.9,13.7,22,7.0,68.6,43.7,31.7,2.6,2.7,3.0,61.8,34.3,74.3,71.3,6.2,3.1,42.6,No,No
1508,Sam Houston St.,2018,14.6,13.1,13,6.1,71.5,42.6,33.7,1.3,1.7,2.6,58.3,32.5,71.4,68.8,7.1,3.9,43.4,No,No
1509,Sam Houston St.,2010,20.4,13.4,18,7.8,70.3,46.3,37.0,2.1,2.6,10.1,75.8,32.9,79.3,69.2,8.7,4.2,43.0,No,No
1510,Sam Houston St.,2011,17.4,14.4,22,7.9,66.1,44.0,29.6,0.5,2.2,3.6,58.1,30.7,69.7,66.1,6.0,4.3,43.3,No,No
1511,Sam Houston St.,2013,13.9,13.2,13,7.0,65.5,38.6,33.0,1.8,2.3,2.6,50.0,30.3,63.8,61.2,6.6,3.4,41.1,No,No
1512,Sam Houston St.,2015,14.7,13.0,16,6.5,70.6,42.9,32.9,1.3,4.4,14.0,74.3,31.7,74.1,60.0,7.6,7.3,38.9,No,No
1513,Cal Poly,2016,14.2,10.3,11,5.4,67.6,41.6,34.9,0.7,3.2,-2.8,33.3,38.9,72.4,75.2,7.9,-0.3,46.1,No,No
1514,Cal Poly,2017,10.4,10.7,17,5.2,69.7,40.3,34.0,1.3,3.6,-5.2,35.5,39.1,67.2,72.3,8.3,-5.0,46.7,No,No
1515,Cal Poly,2018,12.0,11.8,11,5.0,78.0,39.7,35.8,-0.5,3.9,-7.1,29.0,38.3,67.2,74.3,8.6,-3.6,45.6,No,No
1516,Cal Poly,2010,11.7,13.5,22,5.5,72.9,41.7,33.4,-1.1,2.4,-5.1,38.7,36.8,70.2,75.3,6.6,1.5,45.6,No,No
1517,Cal Poly,2011,11.2,11.9,13,6.0,66.4,38.9,31.1,1.6,2.1,0.4,50.0,28.7,59.3,58.9,6.3,0.0,40.0,No,No
1518,Cal Poly,2012,12.6,10.6,7,5.7,69.8,42.9,35.2,0.7,1.5,4.2,54.5,33.5,64.7,60.5,6.8,5.5,43.7,No,No
1519,Cal Poly,2013,13.8,9.4,5,5.8,72.5,42.4,37.5,2.5,1.7,1.7,56.3,35.9,64.8,63.1,7.1,0.9,46.1,No,No
1520,Cal Poly,2015,10.2,8.8,6,5.4,68.4,39.0,31.1,1.8,3.0,1.1,44.8,34.9,60.4,59.3,5.7,1.4,42.6,No,No
1521,Kent St.,2016,11.7,11.8,9,5.3,68.3,44.6,32.8,-0.2,3.4,1.4,59.4,35.9,73.8,72.4,5.8,4.0,44.3,No,No
1522,Kent St.,2017,12.5,12.9,13,6.4,71.9,42.8,32.0,1.1,3.8,4.0,61.1,34.8,77.0,73.0,7.1,5.9,43.5,No,No
1523,Kent St.,2018,11.6,13.0,27,5.9,72.8,42.5,32.6,-0.1,3.6,-0.6,50.0,33.7,73.0,73.6,7.5,0.7,44.7,No,No
1524,Kent St.,2010,12.9,12.0,10,8.4,67.2,43.2,31.6,3.4,2.7,5.0,70.6,31.9,70.1,65.1,5.6,0.8,42.9,No,No
1525,Kent St.,2011,13.9,12.9,9,7.7,66.8,44.1,33.6,1.2,4.1,4.1,67.6,31.3,71.0,66.8,5.5,0.5,42.0,No,No
1526,Kent St.,2012,14.8,14.0,7,8.5,69.0,45.2,34.5,1.9,3.9,4.4,63.6,34.0,70.4,66.0,6.1,-0.6,42.5,No,No
1527,Kent St.,2013,11.5,12.8,17,6.7,70.9,42.8,36.0,1.1,2.7,3.2,60.0,31.3,71.0,67.8,6.9,1.2,43.4,No,No
1528,Kent St.,2015,10.5,11.2,12,5.1,65.8,42.7,36.1,0.3,3.8,3.2,65.7,31.9,66.1,62.9,7.1,1.2,40.9,No,No
1529,Montana St.,2016,12.6,12.1,14,4.8,68.6,43.4,37.3,-0.4,2.0,-1.4,45.2,36.7,76.4,77.8,9.6,2.3,47.3,No,No
1530,Montana St.,2017,13.2,12.3,29,5.7,73.0,43.5,37.5,1.1,2.4,0.9,50.0,37.5,80.0,79.1,10.0,-0.6,44.9,No,No
1531,Montana St.,2018,12.5,12.5,17,5.5,72.8,42.4,35.2,0.8,2.1,-2.8,40.6,35.2,76.1,78.9,8.0,0.1,47.6,No,No
1532,Montana St.,2010,12.6,11.4,4,6.2,68.8,44.5,36.2,1.8,3.1,1.0,51.7,34.7,68.7,67.7,7.3,-4.0,43.0,No,No
1533,Montana St.,2011,12.1,12.0,9,5.8,64.7,41.4,33.3,1.3,2.4,-1.6,41.9,38.1,67.1,68.7,7.6,-2.1,45.0,No,No
1534,Montana St.,2012,13.0,13.7,11,6.7,69.2,42.5,35.0,0.7,3.7,-2.0,41.4,37.7,70.0,72.0,6.8,-0.7,45.6,No,No
1535,Montana St.,2013,11.3,11.8,7,7.9,71.9,42.7,33.7,3.1,1.7,-2.1,43.3,38.0,70.6,72.7,6.7,-2.3,48.1,No,No
1536,Montana St.,2015,11.6,13.7,16,4.4,72.0,39.8,35.8,-2.1,3.0,-7.8,23.3,38.7,63.9,71.7,8.2,-0.9,46.3,No,No
1537,Jacksonville St.,2016,12.2,10.7,18,5.1,73.2,40.2,34.3,1.8,3.1,-4.3,25.8,33.0,67.7,72.1,7.8,-5.5,46.5,No,No
1538,Jacksonville St.,2017,14.1,13.6,24,4.5,71.4,45.9,37.7,-2.7,3.8,1.6,57.1,37.4,69.5,67.9,7.4,3.7,41.7,No,No
1539,Jacksonville St.,2018,15.1,13.0,8,6.1,71.2,45.6,32.5,0.1,4.9,6.1,63.9,32.9,71.9,65.8,5.9,5.6,40.7,No,No
1540,Jacksonville St.,2010,15.2,13.8,11,6.7,73.2,43.5,36.4,-0.4,4.7,-1.9,36.7,37.4,69.6,71.5,6.0,-1.2,44.1,No,No
1541,Jacksonville St.,2011,12.3,14.4,12,6.3,64.9,42.4,36.8,0.8,3.5,-4.9,16.7,35.5,60.9,65.8,5.8,-3.0,46.7,No,No
1542,Jacksonville St.,2013,13.0,13.0,6,8.5,67.8,44.5,35.3,2.9,4.1,1.4,60.7,30.8,66.3,64.9,5.7,-5.0,45.2,No,No
1543,Jacksonville St.,2015,12.0,12.2,14,6.2,71.6,38.1,29.9,0.4,4.2,-6.0,38.7,34.9,62.5,68.6,5.8,-3.9,44.8,No,No
1544,American,2016,11.2,13.8,10,5.7,69.6,42.4,34.1,-1.8,2.2,-8.1,38.7,31.1,57.6,65.7,6.3,-3.8,46.9,No,No
1545,American,2010,14.4,14.8,12,3.5,69.2,42.5,34.5,-5.2,2.6,-4.6,35.5,35.4,62.6,67.2,5.9,3.2,42.8,No,No
1546,American,2011,13.9,11.2,5,4.1,71.8,44.7,33.8,-0.8,2.8,2.5,71.0,36.1,66.2,63.6,6.1,3.1,42.1,No,No
1547,American,2012,12.6,11.1,6,4.7,71.5,42.4,39.4,-0.1,2.8,2.1,62.5,31.0,64.3,62.2,7.1,-1.5,41.1,No,No
1548,American,2013,11.6,12.1,3,3.4,70.9,41.3,36.2,-2.8,2.5,-6.0,33.3,41.1,57.8,63.9,5.9,1.2,44.1,No,No
1549,American,2015,12.4,11.2,5,5.9,70.5,46.2,37.3,1.4,2.5,0.2,51.5,34.3,58.7,58.6,6.5,-4.7,45.5,No,No
1550,UMBC,2016,12.3,12.4,21,7.0,68.3,44.1,33.1,1.4,1.8,-8.5,21.9,38.0,72.1,80.6,6.8,-3.9,49.6,No,No
1551,UMBC,2017,14.9,12.1,13,6.6,74.5,46.9,39.3,0.8,2.4,4.0,61.8,35.4,81.1,77.2,9.7,-0.1,45.4,No,No
1552,UMBC,2018,15.2,12.2,8,7.5,64.6,44.3,38.7,2.5,2.4,4.6,69.4,34.4,73.1,68.5,10.1,-1.2,43.9,Yes,Yes
1553,UMBC,2010,11.1,11.4,8,6.0,68.9,41.3,32.3,1.3,3.0,-10.7,13.3,36.7,63.1,73.8,5.0,-9.6,44.2,No,No
1554,UMBC,2011,11.5,13.2,14,5.9,70.7,40.1,33.1,-0.5,1.6,-14.2,16.7,38.5,64.3,78.5,6.1,-5.1,47.1,No,No
1555,UMBC,2012,10.3,14.6,18,5.8,66.1,39.1,29.7,-1.6,1.8,-13.8,13.3,35.5,63.2,77.1,5.1,-2.8,46.9,No,No
1556,UMBC,2013,11.9,14.7,19,7.2,63.1,40.7,33.7,-0.6,2.2,-7.9,25.8,30.7,63.5,71.5,6.6,-3.9,45.4,No,No
1557,UMBC,2015,11.3,15.6,8,6.6,64.4,41.0,32.6,-2.8,3.0,-11.0,13.3,36.1,56.1,67.1,5.1,-4.5,44.9,No,No
1558,Loyola (IL),2010,13.1,13.8,6,5.0,68.8,42.1,36.1,-2.4,3.3,-2.4,46.7,34.8,64.8,67.2,6.5,2.6,43.2,No,No
1559,St. Joseph's,2010,13.1,13.1,12,7.3,71.0,41.2,30.0,1.3,3.5,-6.1,35.5,33.4,69.1,75.2,6.2,-8.0,44.6,No,No
1560,Wright St.,2016,13.7,11.3,16,5.5,69.4,44.7,37.3,2.6,2.1,2.7,62.9,32.9,68.5,65.8,7.3,-3.5,42.1,No,No
1561,Wright St.,2017,14.8,14.8,14,5.7,76.4,44.9,38.1,-0.4,2.3,4.6,62.5,33.8,77.0,72.4,8.9,2.5,44.2,No,No
1562,Wright St.,2018,13.1,13.1,11,6.6,71.5,43.2,33.7,2.1,2.2,5.5,71.4,34.6,71.4,65.9,6.8,2.5,41.5,No,No
1563,Wright St.,2010,13.5,11.7,11,5.9,73.3,44.3,36.6,3.9,2.0,6.7,62.5,35.5,67.6,60.9,7.5,-0.4,43.5,No,No
1564,Wright St.,2011,10.2,10.8,14,6.2,74.8,43.1,35.7,4.3,1.1,2.7,57.6,32.7,64.3,61.7,6.6,-4.3,46.1,No,No
1565,Wright St.,2012,10.0,13.6,19,6.6,70.4,39.8,34.4,2.6,1.6,-3.4,40.6,33.9,58.0,61.5,5.9,-4.5,45.4,No,No
1566,Wright St.,2013,11.9,13.0,8,7.4,70.3,43.9,33.9,2.8,1.9,3.6,63.9,31.1,62.0,58.5,5.7,-1.3,41.5,No,No
1567,Wright St.,2015,13.1,12.0,18,5.4,69.5,44.2,34.0,1.0,2.4,-3.8,35.5,35.4,64.2,68.0,6.3,-5.1,45.1,No,No
1568,California,2016,12.8,12.3,24,4.1,65.6,45.9,36.3,-2.6,4.7,7.5,67.6,34.7,74.9,67.3,6.9,6.8,39.6,Yes,Yes
1569,California,2017,12.0,12.6,17,4.9,66.1,42.2,34.0,-1.4,4.6,4.8,61.8,32.8,68.1,63.4,6.6,6.7,40.0,No,No
1570,California,2018,9.8,14.7,23,6.9,67.5,40.6,28.6,-0.8,4.8,-9.9,25.0,39.9,67.7,77.6,4.6,0.8,47.1,No,No
1571,California,2010,14.3,12.0,9,5.7,75.7,47.6,37.4,0.7,2.5,9.0,68.6,31.6,77.2,68.2,6.5,3.4,43.5,Yes,Yes
1572,California,2011,14.9,13.6,17,5.7,69.5,46.1,35.1,-0.9,2.5,0.3,54.5,36.4,72.5,72.2,5.1,2.1,43.6,No,No
1573,California,2015,12.5,11.1,8,4.2,64.9,44.0,35.9,-1.5,3.8,-0.8,54.5,33.5,66.5,67.3,5.6,0.9,42.6,No,No
1574,UC Riverside,2016,12.4,13.1,13,5.2,70.4,42.9,35.2,-1.1,3.1,0.0,42.4,34.0,69.7,69.7,7.6,0.7,42.7,No,No
1575,UC Riverside,2017,11.4,13.8,18,6.6,69.9,41.1,31.8,-0.4,2.8,-5.6,25.0,34.4,64.8,70.4,5.9,-2.1,42.4,No,No
1576,UC Riverside,2018,12.5,13.8,18,6.1,70.2,40.2,31.0,0.1,3.1,-4.5,29.0,33.0,65.3,69.8,6.0,-3.5,41.4,No,No
1577,UC Riverside,2010,12.2,13.0,11,5.1,64.8,41.6,35.3,-1.0,2.3,-0.9,41.4,36.7,63.2,64.1,5.3,4.6,41.6,No,No
1578,UC Riverside,2011,12.1,13.9,17,5.9,68.2,42.4,34.7,-0.3,3.8,-3.9,38.7,37.7,65.9,69.8,5.2,0.5,42.7,No,No
1579,UC Riverside,2015,12.9,13.3,21,6.7,68.2,41.8,34.3,-0.9,3.6,-0.8,45.2,38.2,65.3,66.1,6.7,1.6,42.4,No,No
1580,Western Mich.,2016,11.9,12.5,17,5.7,71.2,43.1,34.6,-0.4,2.5,-0.3,40.6,35.1,73.2,73.5,6.2,3.0,44.1,No,No
1581,Western Mich.,2017,12.9,12.5,8,5.7,70.4,45.0,37.1,0.8,2.8,0.3,50.0,36.2,75.5,75.3,6.5,2.7,47.1,No,No
1582,Western Mich.,2018,12.7,10.7,13,6.5,72.7,43.9,34.4,3.0,3.2,1.7,53.1,37.2,75.1,73.4,7.3,1.1,45.4,No,No
1583,Western Mich.,2010,12.5,13.6,13,7.0,73.2,42.9,32.2,-0.4,2.7,2.8,54.5,34.6,69.3,66.5,5.8,3.5,41.7,No,No
1584,Western Mich.,2011,13.0,13.7,12,5.9,69.9,44.3,34.9,-0.8,3.5,3.5,61.8,34.8,71.8,68.3,5.7,4.1,43.1,No,No
1585,Western Mich.,2012,13.2,14.6,12,4.7,70.9,43.5,33.8,-3.9,3.1,-1.3,41.2,33.3,68.6,69.9,6.0,4.8,42.6,No,No
1586,Western Mich.,2013,11.8,14.6,12,5.7,70.3,43.2,32.0,-1.7,3.3,3.0,62.9,34.5,66.9,63.9,5.4,5.6,40.6,No,No
1587,Western Mich.,2015,12.5,11.9,11,6.5,70.3,45.4,36.4,0.6,2.3,1.4,58.8,35.3,70.6,69.2,6.9,0.5,44.3,No,No
1588,Arizona,2016,14.3,13.0,11,4.8,72.1,48.0,38.1,-1.6,4.7,11.6,73.5,31.6,80.4,68.9,6.5,9.2,41.3,Yes,Yes
1589,Arizona,2017,13.5,11.2,7,5.4,76.5,47.7,39.0,0.5,3.2,10.6,86.5,31.0,76.6,65.9,6.6,6.8,42.1,Yes,Yes
1590,Arizona,2018,15.2,12.2,12,4.9,76.0,50.4,36.9,-0.6,4.5,8.8,77.1,35.8,80.5,71.7,6.8,7.4,43.5,Yes,Yes
1591,Arizona,2010,12.4,14.1,15,6.0,73.3,44.3,35.8,-1.2,2.5,-0.1,51.6,31.4,71.9,72.0,6.3,-0.2,43.7,No,No
1592,Arizona,2011,14.1,12.7,15,5.2,74.6,46.9,39.7,-0.2,2.6,8.6,78.9,29.3,76.4,67.9,7.8,4.0,44.4,Yes,Yes
1593,Arizona,2012,13.5,12.5,11,5.6,70.5,43.9,37.8,-0.6,3.5,6.3,65.7,28.5,69.0,62.7,7.4,1.8,40.6,No,No
1594,Arizona,2013,13.6,13.1,16,6.7,74.9,45.5,37.1,0.2,3.8,9.8,77.1,35.8,73.4,63.6,7.7,6.3,41.1,Yes,Yes
1595,Arizona,2015,13.9,11.0,14,7.2,71.9,48.8,36.0,2.7,3.4,16.9,89.5,33.5,76.6,59.7,5.1,8.8,39.8,Yes,Yes
1596,St. Francis (NY),2010,11.9,15.5,21,8.0,61.5,40.0,31.2,1.2,3.0,-4.5,37.9,34.6,60.4,65.0,6.6,-2.7,43.4,No,No
1597,St. Francis (NY),2011,11.6,13.3,21,7.8,66.2,39.9,31.1,3.3,2.4,0.4,50.0,32.4,66.7,66.3,7.0,-4.2,44.8,No,No
1598,St. Francis (NY),2012,13.1,16.2,15,6.8,66.3,43.1,35.6,-1.3,2.4,0.7,50.0,30.3,69.5,68.7,8.0,2.2,43.9,No,No
1599,Hampton,2016,11.9,13.8,9,5.3,65.9,41.2,30.4,-1.5,3.7,-0.2,65.6,33.6,73.8,74.1,6.4,4.8,42.8,Yes,Yes
1600,Hampton,2017,11.7,14.0,17,4.9,71.2,40.7,31.6,0.6,3.6,-2.3,45.2,36.0,69.3,71.6,6.3,1.1,43.4,No,No
1601,Hampton,2018,14.8,12.6,20,5.2,77.7,44.6,31.6,-0.1,3.5,2.9,54.3,32.8,77.2,74.4,5.7,1.5,42.0,No,No
1602,Hampton,2010,12.0,15.5,14,8.7,67.8,42.4,29.9,0.6,4.0,1.6,43.8,30.7,65.7,64.1,5.1,-1.6,41.2,No,No
1603,Hampton,2011,11.7,12.5,7,7.3,64.8,40.5,32.4,3.2,5.6,3.8,72.7,31.7,66.6,62.7,6.5,-4.4,38.4,Yes,Yes
1604,Hampton,2012,10.7,14.2,9,6.8,64.0,40.3,28.6,0.9,4.8,-2.2,36.4,35.5,64.7,66.8,5.5,-2.4,39.5,No,No
1605,Hampton,2015,10.6,14.1,18,6.7,65.2,40.6,30.4,-0.1,4.0,-1.2,48.6,33.9,67.0,68.2,5.5,0.2,41.3,Yes,Yes
1606,Citadel,2010,10.9,10.7,3,5.2,72.3,41.2,35.4,1.3,1.5,1.1,50.0,32.1,60.9,59.8,7.2,-1.1,42.2,No,No
1607,Citadel,2012,13.3,14.7,11,6.0,66.1,43.7,33.3,-2.0,1.7,-7.8,20.0,33.8,64.2,71.9,5.4,-1.6,47.3,No,No
1608,Citadel,2013,15.1,15.5,4,7.1,70.3,45.3,36.1,-3.1,2.3,-8.8,26.7,37.7,64.4,73.2,5.9,-2.0,47.1,No,No
1609,Citadel,2015,13.1,13.1,12,4.7,76.7,45.1,40.0,-2.9,2.2,-4.6,36.7,34.1,64.0,68.6,6.9,-0.2,47.4,No,No
1610,Alabama A&M,2016,12.7,11.8,6,5.6,68.4,41.8,29.2,-0.4,2.1,-2.2,37.9,32.6,68.2,70.4,6.0,-0.6,45.5,No,No
1611,Alabama A&M,2017,11.4,13.2,9,3.6,66.6,40.2,27.4,-3.9,1.8,-16.0,6.9,36.3,61.7,77.8,4.3,-5.0,47.4,No,No
1612,Alabama A&M,2018,11.0,16.6,7,4.0,64.7,39.7,30.3,-5.2,1.6,-15.9,9.7,38.3,60.4,76.4,5.9,-2.6,47.8,No,No
1613,Alabama A&M,2012,11.2,16.5,13,6.4,64.7,40.9,31.3,-2.2,4.3,-7.1,25.0,35.0,63.0,70.1,5.3,-1.9,44.7,No,No
1614,Alabama A&M,2013,11.8,14.3,8,5.9,63.0,39.9,29.4,-1.9,3.3,-6.5,35.5,35.0,63.1,69.7,5.0,-0.3,44.7,No,No
1615,Alabama A&M,2015,12.2,14.2,11,5.7,64.5,39.7,28.8,-2.4,2.3,-6.5,31.0,32.5,62.0,68.4,5.7,-0.7,45.1,No,No
1616,Tennessee,2016,13.5,11.2,10,5.3,72.5,42.1,32.7,1.1,4.6,-0.1,44.1,34.2,75.1,75.2,7.4,-2.0,42.6,No,No
1617,Tennessee,2017,13.8,12.5,14,5.5,72.9,42.2,32.6,1.5,4.6,1.5,50.0,35.6,74.5,73.0,5.9,0.7,42.7,No,No
1618,Tennessee,2018,15.7,12.1,20,6.3,75.7,44.0,38.0,1.7,4.5,8.1,74.3,31.8,73.8,65.7,7.8,2.0,40.9,No,No
1619,Tennessee,2010,14.3,13.2,8,7.8,67.1,45.6,32.0,2.9,3.7,8.3,75.7,29.7,73.5,65.2,5.9,1.1,39.6,No,No
1620,Tennessee,2011,13.0,13.4,11,7.4,68.4,43.1,30.0,0.6,3.7,2.4,55.9,33.2,69.9,67.5,5.1,3.7,41.8,No,No
1621,Tennessee,2012,12.8,13.7,12,5.6,70.2,43.8,35.3,-1.7,4.4,3.6,55.9,34.0,68.8,65.2,6.7,2.9,41.2,No,No
1622,Tennessee,2013,10.7,12.9,14,4.2,69.0,43.0,31.6,-1.7,3.9,3.0,60.6,31.9,66.3,63.4,5.2,5.5,41.8,No,No
1623,Tennessee,2015,10.9,12.1,19,7.7,69.1,42.5,33.1,1.8,3.4,-0.9,50.0,36.9,63.3,64.2,6.1,1.4,43.9,No,No
1624,Indiana St.,2016,10.8,13.2,8,5.8,69.3,39.2,30.3,-0.7,2.7,-1.6,46.9,32.3,67.8,69.4,6.6,0.6,41.6,No,No
1625,Indiana St.,2017,13.5,12.8,7,6.6,68.1,41.6,35.0,0.1,4.1,-2.7,35.5,37.3,70.0,72.7,8.2,-5.1,41.9,No,No
1626,Indiana St.,2018,11.6,14.4,16,7.5,70.5,42.2,36.0,-0.2,3.4,-0.2,41.9,35.5,72.5,72.7,8.7,1.7,44.3,No,No
1627,Indiana St.,2010,10.5,12.5,11,5.5,76.9,42.1,35.1,-1.1,3.8,-0.3,53.1,33.5,66.0,66.3,6.9,-2.5,41.5,No,No
1628,Indiana St.,2011,12.7,14.0,14,6.2,71.0,42.9,36.2,-0.9,4.3,1.8,58.8,33.2,66.3,64.5,6.9,1.1,40.6,No,No
1629,Indiana St.,2012,12.0,12.2,8,5.9,72.1,42.0,34.2,0.2,3.2,-0.6,54.5,36.8,64.2,64.9,6.1,-0.8,43.0,No,No
1630,Indiana St.,2013,11.8,12.9,7,5.6,70.7,42.9,32.1,-0.8,3.2,-0.2,54.5,32.6,65.4,65.6,5.6,-0.7,41.5,No,No
1631,Indiana St.,2015,12.8,14.1,8,5.6,70.2,42.5,35.7,-0.4,3.2,-1.3,48.4,38.3,66.5,67.8,7.3,-2.4,42.6,No,No
1632,Kentucky,2016,14.2,11.2,29,5.7,69.0,47.8,36.6,1.3,5.8,11.4,75.0,32.6,79.5,68.1,6.8,5.2,39.7,Yes,Yes
1633,Kentucky,2017,15.4,11.7,11,6.0,70.3,47.3,35.3,2.7,5.3,13.4,84.2,30.6,84.9,71.5,7.0,4.7,42.4,No,No
1634,Kentucky,2018,13.2,13.0,15,5.6,69.8,47.2,35.7,-1.2,4.8,6.5,70.3,30.1,76.8,70.2,5.3,5.1,40.4,Yes,Yes
1635,Kentucky,2010,15.1,14.4,13,7.3,66.8,47.8,33.1,-0.4,7.2,14.3,92.1,31.3,79.3,64.9,6.1,8.1,37.8,Yes,Yes
1636,Kentucky,2011,12.7,10.7,11,5.6,71.0,45.9,39.7,1.4,6.3,11.4,76.3,32.4,74.9,63.5,7.4,3.6,39.4,Yes,Yes
1637,Kentucky,2012,13.3,11.3,10,6.1,72.3,48.8,37.8,0.3,8.6,16.8,95.0,31.8,77.4,60.6,5.6,6.8,37.4,Yes,Yes
1638,Kentucky,2013,13.4,13.0,15,5.6,64.2,47.5,34.6,-1.2,6.6,8.2,63.6,32.4,72.6,64.5,5.6,4.3,39.2,No,No
1639,Kentucky,2015,14.2,10.5,13,6.5,72.6,46.8,34.9,3.2,6.9,20.1,97.4,27.1,74.4,54.3,5.2,6.8,35.4,Yes,Yes
1640,USC Upstate,2016,15.1,14.0,17,5.5,63.7,44.9,34.0,-2.8,3.3,-5.6,31.3,36.6,72.3,78.0,6.8,1.7,46.0,No,No
1641,USC Upstate,2017,15.4,12.8,14,5.4,65.7,45.8,34.6,-1.8,3.2,1.4,51.5,33.2,78.0,76.6,8.6,2.2,43.6,No,No
1642,USC Upstate,2018,14.0,11.6,12,6.1,72.6,43.1,34.5,0.0,2.7,-9.3,21.9,41.2,75.8,85.1,10.3,-5.2,50.1,No,No
1643,USC Upstate,2012,12.9,15.1,13,8.4,63.7,43.9,33.7,1.6,4.2,3.1,61.8,34.1,71.4,68.3,6.1,3.9,45.1,No,No
1644,USC Upstate,2013,15.5,13.5,6,7.1,65.0,44.5,34.7,0.5,4.0,3.7,48.5,34.0,70.2,66.5,6.5,3.9,43.0,No,No
1645,USC Upstate,2015,14.8,10.8,6,7.9,65.5,44.2,33.6,2.8,3.2,10.6,66.7,30.8,71.6,61.1,8.1,3.9,39.3,No,No
1646,Sacred Heart,2016,12.1,14.7,20,6.3,68.8,43.7,31.1,-1.6,2.6,-4.0,40.0,35.9,73.9,77.9,5.6,0.5,44.9,No,No
1647,Sacred Heart,2017,14.3,16.1,10,6.8,70.1,44.2,33.5,-1.8,2.7,-3.4,40.6,37.9,72.7,76.1,6.3,2.4,46.0,No,No
1648,Sacred Heart,2018,12.9,14.9,6,4.8,66.3,43.7,29.9,-4.4,2.3,-3.5,32.3,33.8,68.7,72.2,5.8,7.5,44.0,No,No
1649,Sacred Heart,2010,14.7,15.9,13,6.9,61.8,44.2,39.7,-1.9,3.5,-1.2,48.3,36.4,72.0,73.2,8.7,3.2,45.6,No,No
1650,Sacred Heart,2011,11.9,15.5,10,7.7,70.2,42.9,34.5,-0.6,3.1,-3.3,37.9,34.1,66.3,69.6,5.7,-0.6,44.9,No,No
1651,Sacred Heart,2012,13.9,15.3,19,6.6,74.5,46.0,36.9,-1.4,3.2,-1.3,43.8,35.8,71.2,72.5,6.5,0.3,44.3,No,No
1652,Sacred Heart,2013,13.4,15.2,5,6.3,72.2,44.0,35.2,-2.7,3.6,-6.1,31.0,37.1,70.2,76.3,6.7,-1.4,45.2,No,No
1653,Sacred Heart,2015,14.7,13.7,14,6.6,64.7,45.7,31.9,-0.5,3.4,-0.2,46.9,34.1,73.8,74.0,5.3,1.6,43.1,No,No
1654,Col. of Charleston,2016,11.7,12.7,12,7.2,66.7,42.0,34.6,1.7,2.4,3.5,54.8,32.3,65.4,62.0,6.6,1.1,42.4,No,No
1655,Col. of Charleston,2017,10.2,10.4,7,5.5,73.6,43.2,32.8,1.9,3.4,4.5,71.4,30.8,69.0,64.6,6.3,-1.2,41.9,No,No
1656,Col. of Charleston,2018,11.4,10.0,9,5.2,75.4,46.0,36.0,1.9,3.5,6.0,76.5,34.4,74.6,68.6,7.6,-0.6,43.2,No,No
1657,Col. of Charleston,2010,13.1,11.2,12,5.9,74.3,45.8,37.1,2.0,4.8,1.6,64.7,33.9,75.0,73.3,9.6,-8.9,44.8,No,No
1658,Col. of Charleston,2011,13.4,12.1,4,5.8,74.1,47.7,36.6,0.9,4.1,7.2,70.3,34.0,76.2,69.0,8.3,-0.8,43.7,No,No
1659,Col. of Charleston,2012,11.9,13.3,13,7.4,64.1,42.6,33.8,1.2,3.7,2.4,61.3,32.0,70.7,68.3,7.9,-3.8,42.0,No,No
1660,Col. of Charleston,2013,11.2,13.3,4,4.3,68.6,44.1,34.7,-3.5,4.3,3.5,68.6,30.1,65.6,62.2,6.0,5.4,40.8,No,No
1661,Col. of Charleston,2015,9.6,12.0,17,5.5,66.0,40.2,34.3,-0.6,2.9,-6.0,27.3,35.8,58.6,64.6,6.0,-3.5,42.4,No,No
1662,UConn,2016,13.6,10.9,8,5.8,79.3,45.4,36.5,1.3,5.1,9.6,69.4,32.6,73.1,63.5,7.1,1.7,38.6,No,No
