Team Name,Year,Assists Per Game,Turnovers Per Game,Personal Fouls Per Game,Steals Per Game,Free-Throw Percentage,Field-Goal Percentage,Three-Point Field-Goal Percentage,Turnover Margin,Blocked Shots Per Game,Scoring Margin,Won-Lost Percentage,Three Pt FG Defense,Scoring Offense,Scoring Defense,Three-Point Field Goals Per Game,Rebound Margin,Field-Goal Percentage Defense,Qualified
Providence,2017,14.3,12.5,8,6.6,69.1,44.8,37.1,1.3,3,3.4,60.6,32.8,70.3,66.9,7.2,-1.3,44,Yes
Providence,2018,13.9,12.3,9,6.8,70.4,44.1,33.2,1.1,3.7,0.9,60,32.2,73.6,72.7,6.4,-0.6,44.4,Yes
Providence,2010,14.3,12.7,14,8,67.1,43.4,33,0.8,4.4,0.2,38.7,34.3,82.4,82.2,8,2.4,47.1,No
Providence,2011,12.5,12.7,7,7.8,66.9,42.4,31.5,1.4,4.4,0.5,46.9,32.7,75.8,75.3,6.6,0.8,44.8,No
Providence,2013,14.3,12.7,17,6.2,70.1,41.1,31,0.4,3.2,2.7,55.9,29.7,67.6,64.9,5.5,3.4,41.8,No
Providence,2015,13.9,12,9,7.1,70.7,43.8,31.3,1,4.6,4.2,64.7,33.3,69.7,65.5,5,4,42.1,Yes
Marquette,2016,16.2,14.7,14,7.8,72.6,46.8,33.9,-0.7,4.2,2.1,60.6,34.3,76.3,74.2,5.9,0,42.7,No
Marquette,2017,16.4,12.4,18,7.2,78.1,48.7,42.9,0.7,3.6,6.7,59.4,36.8,82.2,75.5,10.5,-0.5,45.9,Yes
Marquette,2018,15.7,12.3,20,6.1,80.5,47.5,41.7,0.5,3.7,2.8,60,35.9,81.3,78.5,11,-1.3,47.8,No
Marquette,2010,15.2,10.4,11,7.9,74.1,45.6,41.3,4,2.1,8.4,64.7,32.5,73.1,64.6,8.1,-1.3,45,Yes
Marquette,2011,15.5,12.3,7,7.2,69.6,46.5,34.9,1.7,3.6,6.4,59.5,35.8,75.2,68.8,5.2,2.4,43.8,Yes
Marquette,2012,16.6,13.2,5,8.7,72.1,45.2,33.7,3.3,3.5,9.4,77.1,31.6,75.4,65.9,5.7,-0.1,40.2,Yes
Marquette,2015,15,12.6,10,7.5,64.5,43.7,34.4,1.1,3.5,-1.9,40.6,36,65.1,67,6.5,-4.6,42.6,No
Arkansas St.,2016,12.3,12.8,17,5.1,73.4,41.5,31.6,-1.4,4.4,-2.3,35.5,35.2,73.6,75.9,5.8,-0.5,39.9,No
Arkansas St.,2017,12.4,12.9,17,5.4,63.8,46.1,38,0.2,2.6,4.2,62.5,31.6,73.3,69.1,6.9,2.9,43.3,No
Arkansas St.,2018,10.8,13.1,14,6.7,71.8,44,34,0.6,2.9,-4.8,34.4,38.2,74,78.8,7.4,-2,49.2,No
Arkansas St.,2010,13.1,13.9,16,5.1,66.3,44.6,34.9,-1.7,4.2,3.1,54.8,29.3,69.7,66.6,5.5,3.7,40.9,No
Arkansas St.,2011,11.3,13.1,8,6.3,70.8,43.2,33,0.1,3.1,3.8,53.1,34.8,68.4,64.6,5.2,4.6,41.9,No
Arkansas St.,2012,9.7,13.5,10,6.2,66.8,43.2,37,-0.5,2.3,-1.2,41.2,39.2,64.6,65.9,5.2,2.5,45.4,No
Arkansas St.,2013,10.5,13.2,17,8.3,68.2,40.6,31.1,2.8,3.1,5.9,61.3,32.8,68.6,62.7,6.4,1.7,41.2,No
Arkansas St.,2015,11.1,13.4,15,5.3,70.2,40.7,32.9,-1.6,3.1,-5.1,37.9,33.3,64.4,69.6,5.8,-1.2,42.6,No
Louisiana Tech,2016,14,12.5,17,7.5,66.5,45.8,33.2,2.1,4.3,6.9,69.7,31.3,79.5,72.6,7.1,0.2,42.8,No
Louisiana Tech,2017,16.5,12.3,5,6.8,70.9,46.7,36.1,1.5,5.3,10.7,69.7,34.3,77.5,66.8,7.8,3.5,41.4,No
Louisiana Tech,2018,14.2,12.3,8,5.9,72.5,44.6,37.5,0.7,4,4.2,51.5,36.2,74.8,70.6,8.7,-0.5,44.1,No
Louisiana Tech,2010,11.9,13.2,14,6.7,68.6,45.1,33.8,0.4,3.3,3.3,68.6,35.4,73.1,69.8,5.8,2.4,43.6,No
Louisiana Tech,2011,10.3,16.7,20,5.6,64.8,41.9,33,-3,2.4,-3.8,37.5,32.9,64.1,67.9,6,2.2,42.7,No
Louisiana Tech,2012,13,13,14,6.8,64.8,42.2,33.2,2.1,3.7,0.1,52.9,32.6,69.4,69.3,7.6,-2.6,44.4,No
Louisiana Tech,2013,13.4,12.4,8,9.1,69.7,41,32.1,5,4.9,9.4,79.4,29.1,72.6,63.3,7.4,0.1,40.3,No
Louisiana Tech,2015,14,10.8,7,8.4,68.9,44.7,32.8,4.8,5.8,7.5,75,33.8,73.1,65.6,6.9,-4.4,42.1,No
Lamar,2011,14.6,15.3,15,8.2,68.7,43.1,36,1.7,3.7,6.1,43.3,32.8,82.1,76,7.8,3.1,43.9,No
Lamar,2015,13.1,15.5,10,7.5,68,45.2,31.8,-0.5,3.8,0.5,50,35.5,71.5,71.1,5.6,2.4,45.2,No
Youngstown St.,2016,14.6,12.1,18,6.8,71.1,43,36.5,0.6,2.5,-7.7,34.4,33.9,76.2,83.8,8,-8,47,No
Youngstown St.,2017,15.1,11.9,15,5.5,67.2,44,33.3,0.4,3.1,-5.4,38.2,34.6,76.9,82.3,7.4,-4,46.2,No
Youngstown St.,2018,13.9,14.4,17,8.3,63.6,42.7,33,1.2,3.9,-7.4,25,40.2,75.3,82.7,7.3,1.2,50.9,No
Youngstown St.,2010,13,13.4,15,6,68.4,42.1,31.9,1.2,3.7,-3,26.7,36.8,66.7,69.7,5.1,-0.4,45.6,No
Youngstown St.,2011,15.1,12,13,6.2,61,41.5,33.2,0.9,4.9,-5.1,30,36.2,69.1,74.2,7.8,-5.4,44.9,No
Youngstown St.,2012,13.1,11.2,7,6.5,64.8,43.1,38.1,1.8,5.3,1.5,51.6,36,67.6,66,8.7,-4.2,43,No
Youngstown St.,2013,14.8,11.7,14,6.8,69.2,43.1,34.7,1.6,5.4,2.1,52.9,34.8,71.4,69.3,7.2,-1.7,42.4,No
Youngstown St.,2015,14.1,11.7,14,6,69.4,44.2,35.4,0.6,2.1,-3.3,34.4,36.9,71.5,74.8,6.5,-3.7,45.4,No
Coppin St.,2016,11.2,13.2,15,5.6,70.6,38.4,33.3,0.8,2.9,-8.3,29,36.9,72.3,80.5,7.7,-4.4,47.1,No
Coppin St.,2017,10.5,13.8,23,5.7,65,38.2,31.8,-0.2,2.3,-12.6,25,35,66.2,78.8,7,-5.5,47,No
Coppin St.,2018,10.6,14.4,26,5.4,73.6,36,30.5,-1.8,2.6,-13.7,15.6,33.7,60.8,74.5,8.3,-7.8,42.7,No
Coppin St.,2011,11.5,13.7,6,7.3,70.1,42.9,36.3,1.2,2.3,0.2,53.3,33.4,72.5,72.3,7.7,-1.8,42.7,No
Coppin St.,2012,14.8,12.9,11,5.8,69.1,43.2,36.5,0.3,1.8,-1.5,46.7,34.5,73.8,75.2,9.6,-3.7,45.4,No
Coppin St.,2013,10.3,14.8,9,7.8,69.6,36.6,31.6,1.8,1.8,-7.6,25,29.4,63.6,71.2,7.6,-8.6,44.5,No
Coppin St.,2015,12.6,13.5,12,6.7,69.2,39.8,35.7,0.9,3.2,-10.9,25.8,37.8,71.6,82.5,9.5,-10.7,48,No
Mt. St. Mary's,2016,10.9,12.2,13,7.5,69.2,40.1,31.7,5.2,3.6,-1.9,42.4,33.7,67.2,69.2,6.8,-8.4,45.4,No
Mt. St. Mary's,2017,11.2,13.1,7,6.2,67.3,44.4,35.8,1.7,3.9,-0.8,55.6,34.1,67.9,68.7,7.3,-7.5,45.3,No
Mt. St. Mary's,2018,14,11,3,6.9,73.3,45.5,37.9,2.7,3.9,0.9,56.3,34.7,72.8,71.9,10.1,-8.9,45,No
Mt. St. Mary's,2010,11.4,13.4,12,7.6,63.7,42.2,35,2,4.6,2.8,51.6,30.6,66,63.2,5.9,-2.2,40.9,No
Mt. St. Mary's,2012,11.4,16.6,14,6.1,64.4,42.4,31.7,-3.1,3.4,-6.8,27.6,32.8,60.3,67.1,5.5,0.1,44.2,No
Mt. St. Mary's,2013,12.2,12.4,3,8.4,69.7,42.9,33.8,3.8,2.1,-1.8,56.3,39.1,69.8,71.5,8.6,-5.6,51,No
Mt. St. Mary's,2015,11.4,12.2,6,6.7,68.2,40.2,33,1.5,3.7,-1.7,50,34.8,63.1,64.8,7.6,-2.4,44.5,No
Utah St.,2016,14.6,12,10,5.5,69.2,45.1,37,-0.6,2.6,1.8,51.6,34.4,73.4,71.5,8.3,1.2,44.2,No
Utah St.,2017,15,12.6,14,4.9,70.1,46.1,37.9,-1.6,2.9,1.5,45.2,33.6,72.3,70.8,7.5,0.8,42.3,No
Utah St.,2018,13.9,13,11,5,70.5,45.4,36.4,-0.9,2,0.7,50,36,73.2,72.5,9.3,-0.3,44.9,No
Utah St.,2010,16.7,10.2,14,4.6,75.8,48.8,41.4,1,3.5,13.2,77.1,32.2,73.1,59.9,6.9,5.9,40.5,No
Utah St.,2011,14.7,11.8,9,4.8,73.7,47,36.7,0.3,3.2,13.4,88.2,30.2,72,58.7,6.1,7.6,38.3,No
Utah St.,2012,13.4,12.1,18,3.9,71.9,47.5,36.7,-1.3,3.2,4.1,56.8,33,68.9,64.9,5.6,0.7,41.5,No
Utah St.,2013,14.7,13.2,12,4.8,72.3,46.9,35.6,-3.7,4,5.3,67.7,33.7,68.8,63.6,5.7,9.1,41.2,No
Utah St.,2015,14.4,10.4,12,4.8,67.2,45.2,39.4,0.5,4.6,2.9,58.1,29.7,66.6,63.6,7.5,-5.8,40.3,No
Akron,2016,14.5,10.9,11,5.4,68.4,43.2,38.3,0.8,3.9,8.6,74.3,29.4,76.6,68,11.7,-0.1,41,No
Akron,2017,14.4,11.7,15,5.5,68.3,46.6,37.2,-0.2,3.3,6.2,75,36.5,77,70.8,10.2,1.6,44.4,No
Akron,2018,13.1,13.8,28,5.9,69.6,43.5,35.8,-0.9,2.5,-3.6,43.8,35.6,71.8,75.3,9.5,-1.2,46.1,No
Akron,2010,13.5,13.3,13,6.1,65.7,43.3,33.9,0.9,3.3,5.1,68.6,32,70.6,65.5,6.7,2.3,41.7,No
Akron,2011,14.4,12,13,6.7,70.4,43,36.1,2.3,3.6,4.4,63.9,32,70.1,65.7,7.9,-3,41.5,Yes
Akron,2012,14,14.1,10,7.3,69.2,46.2,37,-0.1,4.1,6.3,64.7,30.1,72.2,65.9,6.1,2.4,42,No
Akron,2013,14.7,13.9,8,7,64.3,45.5,33.2,-0.3,5.7,9,78.8,32.4,71.8,62.8,6.9,5.6,39.5,Yes
Akron,2015,12.4,12.1,12,6.6,65.8,41.6,35,0.6,4.4,5.1,60,32.8,68.1,62.9,9.4,0.7,40.5,No
Xavier,2016,16.1,12.6,13,7.2,73,45.2,36.3,1.4,3,10.1,82.4,31.1,80.5,70.4,7.5,7.5,41.5,No
Xavier,2017,14.7,12.6,11,6,68.8,45.7,34.5,-0.6,2.6,3.3,63.2,33.4,74.6,71.3,7,6.1,45,No
Xavier,2018,16.5,12.6,8,5.9,77.9,49.2,37.2,-1.1,3.1,9.6,82.9,33.4,84.4,74.7,7.8,7.1,43.1,No
Xavier,2010,14.1,12.9,15,6.7,71.1,46.2,37.7,-0.1,3.8,10.3,74.3,29.8,79.8,69.5,7.1,5.3,41,No
Xavier,2011,13.3,12.1,12,5.4,74.7,46.1,32.9,0.5,3.1,7.5,75,33.9,72.1,64.6,5.4,4.3,40.6,No
Xavier,2015,16.1,12.1,13,6,73,47.5,35.1,0.5,2.9,5.9,62.2,34.5,73.3,67.4,6.3,3.7,43.5,No
Eastern Ill.,2016,13.9,12.1,18,5.9,65.5,44,35,1.5,2.3,-2.3,43.3,33.4,71.5,73.8,7.7,-5.3,44.5,No
Eastern Ill.,2017,15.3,12.8,27,6.8,73.2,41.7,37.2,3,4.1,3,48.3,35.4,74.8,71.8,8.9,-1.6,43.1,No
Eastern Ill.,2018,12.6,13.5,15,5.9,68.4,42.4,35.7,-0.2,4.5,-1.8,38.7,38.3,66.6,68.4,7.2,-0.2,43.6,No
Eastern Ill.,2012,13.2,13.1,10,5.7,75.7,43.6,34.2,0.4,2.3,-3,41.4,37.2,65.4,68.4,5.1,-1.7,45.4,No
Eastern Ill.,2013,13.1,12.9,10,6.5,66.4,43.7,35,0.3,2.1,-3.8,34.4,38.9,60.4,64.2,6,-0.5,46.1,No
Eastern Ill.,2015,13.2,12,4,5.6,65.2,44,37.5,0.1,4.3,-1.2,54.5,34.1,63.5,64.7,7.3,-5.5,41.6,No
Princeton,2016,14.9,11.4,5,7.1,71.1,46.4,38.3,1.4,3.6,10.5,75.9,34.8,79.1,68.6,9.7,2.9,43.6,No
Princeton,2017,14.3,9.9,6,6.7,73.8,45,37.8,3.2,3.1,10.2,76.7,33.2,71.6,61.4,9.9,-0.1,41.6,Yes
Princeton,2018,12.7,11.5,5,4.7,70.7,45.3,37.4,0.1,3.1,0.8,44.8,35.5,72.6,71.8,9.9,-1.4,44.9,No
Princeton,2010,11.7,13.1,8,7.7,71.8,44.1,35.9,1.3,3.3,7.1,71,32.9,60.4,53.3,6.6,1.2,39.8,No
Princeton,2011,13.3,12.2,7,6,73.2,46.5,36.3,-0.1,4.2,6.2,78.1,33,69.2,63,6,4.1,42.4,Yes
Princeton,2012,14.5,12.3,9,6.3,67.9,46.2,37.6,-0.3,3.9,4.4,62.5,34.2,66.9,62.5,7.4,-0.1,42.4,No
Princeton,2013,14.5,12.3,5,6.4,72.3,46.2,39.5,0.2,3,6,60.7,32.5,64.4,58.4,6.7,2.3,42.4,No
Princeton,2015,13,12.2,12,5.5,71.1,46.3,37.7,-0.2,3,3.1,53.3,36.6,68.9,65.7,8.4,-1.4,43.7,No
Milwaukee,2016,17.2,11,5,4.5,77.2,45.6,36.3,-0.1,2.6,6.9,60.6,38.1,79.3,72.5,9.3,2.4,44.9,No
Milwaukee,2017,13.3,12,13,4.7,66,44.1,34.8,-0.3,1.5,-4.2,31.4,35.3,67.1,71.3,7.8,-1.9,46.5,No
Milwaukee,2018,13,12.5,6,5.9,67.4,44.6,33.4,-0.2,3.8,0,48.5,37.7,68.5,68.5,7.1,1.2,43.5,No
Milwaukee,2010,12.4,13.7,12,5.6,68.5,43,33.5,-2.1,2.3,1.6,58.8,32.8,69.7,68.1,7.4,3.5,43.8,No
Milwaukee,2011,12.8,13.9,14,5,65.4,43.1,35.2,-1.2,2.2,-1,57.6,36,68.7,69.7,7.6,0.5,44.9,No
Milwaukee,2012,12.5,13.7,6,6.1,61.2,41.7,34.6,-0.2,2.6,1.7,58.8,29,64.2,62.5,7.8,0.9,41.9,No
Milwaukee,2013,10.9,14.2,11,5.4,68.4,38.8,31.5,-2.2,3.6,-8.1,25,32,62.7,70.8,7,-4.7,45.1,No
Milwaukee,2015,12.9,12.7,14,5.2,73.7,42.1,33.8,-2.1,2.8,-3.8,46.7,39.2,65.4,69.2,7,-0.8,45.1,No
DePaul,2016,11.8,14.8,8,4.8,68,44.5,34.3,-2.5,3.1,-7.5,29,36.4,67.5,75,5.4,0.9,44.2,No
DePaul,2017,11.4,14.1,13,6.7,73.5,43,32.6,-0.3,2.9,-5.7,28.1,36.1,68.9,74.6,5.8,-1.4,46.6,No
DePaul,2018,15,13.9,15,6.5,70.8,42.8,31,0.5,3,-1.9,35.5,37.1,71.9,73.8,6.3,2.5,44,No
DePaul,2010,11.8,10.9,8,7.6,58.2,39.8,31.4,2,3.1,-5.9,25.8,34.6,61,66.9,5.6,-5.5,43.4,No
DePaul,2011,14.4,13.5,15,7.5,68.3,42.6,31.4,1.8,3.3,-8.8,22.6,35,67.9,76.7,5.3,-7.7,50.1,No
DePaul,2012,15.3,13.4,16,7.9,69.6,43.8,33.5,2.3,4.1,-2.6,38.7,35.4,74.1,76.7,7.2,-6.6,48.2,No
DePaul,2015,12.3,13.4,22,6.6,72.1,43.5,35.2,-0.7,3.8,-4.2,37.5,31.2,69.4,73.6,7.8,-5.5,46,No
Belmont,2016,17,14.1,14,4.5,72.5,49.5,36.3,-1.8,2.5,4,62.5,35.2,82.4,78.4,10.6,-1.1,44.1,No
Belmont,2017,16,12.7,11,4.4,76.8,46.9,34.2,-1.3,2.7,7.5,76.7,31.8,76.7,69.3,10.2,2.9,42.7,No
Belmont,2018,16,12.4,6,4.9,73.9,48.6,37.6,-0.8,2.5,8.4,72.7,33.5,77.6,69.2,11.5,2,43,No
Belmont,2010,14.4,16.5,14,7.2,67.4,44.9,34.4,-2.1,3,4.6,61.3,30.3,73.1,68.5,7.9,1.7,41.3,No
Belmont,2011,16.3,13.7,7,9.7,73.6,46.2,37.8,5.3,3.4,17.5,85.7,33.6,79.7,62.2,9.3,3.5,40.9,Yes
Belmont,2012,17.3,12.3,9,7.3,73.5,48.1,37.8,2.2,2.2,13.4,77.1,33.9,80.9,67.5,8.8,2.7,42.9,Yes
Belmont,2013,15.6,13.3,5,9.8,73.2,49.1,38.3,4,2.7,12.2,78.8,33.5,76.8,64.5,8.5,-1.5,41.5,Yes
Belmont,2015,15.3,13.7,1,6.3,69.2,47.6,38,-1,2,3.6,66.7,34.4,74.2,70.6,10,0.4,45.2,Yes
Loyola Maryland,2016,11.2,13.1,18,5.4,71.2,43,30.4,-1.3,3.4,-5.7,30,37.2,69.7,75.3,5.4,0.2,45.9,No
Loyola Maryland,2017,11.7,15,9,7.3,69.2,42,32.9,-0.6,3.5,-2.2,48.5,32.9,65.9,68.2,5.4,1.6,46.3,No
Loyola Maryland,2010,11.4,15,23,6.4,69.9,42,35.7,-1.9,4.4,-1.1,43.3,33.4,65,66.1,5.5,0,39.7,No
Loyola Maryland,2011,11.9,13.2,13,6.5,70.6,41.7,33.9,0.3,4.3,0.4,50,33.8,67.4,67,6,2.8,44.9,No
Loyola Maryland,2015,9.7,12.9,16,5.5,67.1,38.2,32.5,-1.7,3.1,-7.4,36.7,32.9,58.8,66.2,4.9,1.2,44.3,No
N.C. A&T,2016,10.6,13.7,24,5.1,71.1,40.6,31.4,-1.2,2.4,-8.3,31.3,33.9,67.8,76,6.2,-1.3,44.4,No
N.C. A&T,2017,11,14.6,20,4.5,68.1,42.4,32.8,-4.8,2.2,-11.8,9.4,37.9,64.3,76.1,6.3,-0.4,44.4,No
N.C. A&T,2018,15.3,13.7,9,6.1,71.1,46.2,30.1,-0.5,2.3,0.5,57.1,33,74.9,74.4,6.1,1.1,45.7,No
N.C. A&T,2010,12.4,15.2,14,6.6,62.4,40.1,0,-0.1,5,-4.1,33.3,34.1,67.9,72,8,-3.6,41.6,No
N.C. A&T,2011,12,14.9,8,6.5,66.5,43.1,0,-1,4.7,-2.8,46.9,33.5,71.3,74.1,6.4,-3.3,41.1,No
N.C. A&T,2012,12.8,15.7,10,7.3,65.3,42,33.6,0.3,3.4,-2.8,37.5,32.4,69.9,72.7,7,-3.6,41.5,No
N.C. A&T,2013,10.9,15.2,15,7.1,65.8,40.3,30.4,0.6,4.5,0.2,54.1,32,62.1,61.9,5.8,-1.5,38.8,No
N.C. A&T,2015,9.3,15.1,15,5.3,68.2,40,28.3,-2.8,4,-7.1,28.1,35.8,58.9,66,4.9,-0.3,42.4,No
Coastal Caro.,2016,12,12.3,14,5.9,66.5,44.7,34.1,-1.3,3.4,6.5,63.6,30.4,73,66.5,7.4,3.6,39.4,No
Coastal Caro.,2017,12,13,15,6.1,65.8,42.3,33.1,-1,2.8,-0.6,51.3,33.5,72.6,73.3,8.2,3.1,41.7,No
Coastal Caro.,2018,13.1,15,9,5.3,72.1,43.4,33,-2.6,3.6,1.8,43.8,34.1,71.8,70,6.8,5.8,40.5,No
Coastal Caro.,2010,15.5,12.9,4,7.6,63.2,47.8,35.9,1.6,4.5,13.7,80,27.5,73.8,60.1,5.3,5.6,38.2,No
Coastal Caro.,2015,11.3,11.7,12,7.1,69,44,36,0.1,3.3,9.3,70.6,32.5,71.7,62.4,6.7,8,39.6,No
UNCW,2016,13.3,11.3,25,7.5,70.3,45.5,34,3.7,4.3,7.3,75.8,33.5,79.4,72.1,7,0.8,42.1,No
UNCW,2017,16.1,10.4,22,6.7,69.1,48,36.6,4.1,3.4,9.8,82.9,33.8,84.8,75,9.6,2.2,47.8,No
UNCW,2018,15.2,12.9,20,5.1,69,43.6,34.6,-1.3,2.1,-3.9,34.4,38.7,79.4,83.4,7.6,5,47.7,No
UNCW,2015,11.5,12.3,28,7.6,67.5,44.2,34.8,1.7,4.4,1.2,56.3,33,70,68.8,5.1,-0.4,42.5,No
A&M-Corpus Chris,2016,12.8,12.7,22,9.3,73.8,43.7,34.1,3.3,4.5,3.6,75.8,34.9,73.6,69.9,6.5,-0.8,41.7,No
A&M-Corpus Chris,2017,13.5,13.5,16,9.4,72.2,47.1,33.2,2.8,3.9,3.9,66.7,34.4,75.4,71.5,5.4,-0.7,43.8,No
A&M-Corpus Chris,2010,13.2,17.4,8,7.8,66.4,45.8,30.8,-3.1,3.8,2,53.1,33.3,68.3,66.2,5.1,5.1,42.2,No
A&M-Corpus Chris,2015,10.4,12.6,17,6.8,68.7,44.6,33.1,0.9,2.7,2.2,58.8,32,66.6,64.5,4.9,-0.6,41.9,No
Drake,2016,12.2,13.6,6,3.7,72.2,44.9,38.5,-3.8,2.1,-4.4,22.6,36.9,67.5,71.9,6.9,0.4,45.2,No
Drake,2017,13,12.5,5,6.1,75.6,40.9,34.4,-0.1,2.5,-5.9,22.6,36.9,71.2,77.1,8.7,-3.8,46.1,No
Drake,2018,14.8,12.1,13,6,77,43.7,36.4,0,2.5,0.3,50,33.7,73.7,73.4,8.5,-2.3,45.1,No
Drake,2010,11.7,10.1,10,5.5,75.7,43.6,38.1,2.3,2,-1.9,42.4,36.5,66.6,68.5,8.6,-6.6,46,No
Drake,2011,11.6,12.2,11,5.6,68.5,42.7,35.4,1,2.8,-3.3,41.9,32.8,64.4,67.7,6.5,-5.5,45,No
Drake,2012,10.3,12.9,20,6.9,65.6,43.9,36.2,0.8,3,0.2,52.9,30.5,67,66.8,6.2,-2.2,43,No
Drake,2013,13.5,13.8,14,5.7,71.7,44.7,38.8,-0.7,2.2,-0.7,46.9,35.1,71.8,72.5,8.7,-2.7,44.6,No
Drake,2015,11.9,13.2,4,4.5,76.8,45.6,40.8,-3.1,1.9,-7.3,29,38.8,59.5,66.8,6.5,-3.2,47.7,No
Sam Houston St.,2016,16.9,11.8,21,5.5,69.8,43.5,34.1,1.6,1.7,3.6,52.9,35.6,75,71.4,7.8,3,44.1,No
Sam Houston St.,2017,14.9,13.7,22,7,68.6,43.7,31.7,2.6,2.7,3,61.8,34.3,74.3,71.3,6.2,3.1,42.6,No
Sam Houston St.,2018,14.6,13.1,13,6.1,71.5,42.6,33.7,1.3,1.7,2.6,58.3,32.5,71.4,68.8,7.1,3.9,43.4,No
Sam Houston St.,2010,20.4,13.4,18,7.8,70.3,46.3,37,2.1,2.6,10.1,75.8,32.9,79.3,69.2,8.7,4.2,43,No
Sam Houston St.,2011,17.4,14.4,22,7.9,66.1,44,29.6,0.5,2.2,3.6,58.1,30.7,69.7,66.1,6,4.3,43.3,No
Sam Houston St.,2013,13.9,13.2,13,7,65.5,38.6,33,1.8,2.3,2.6,50,30.3,63.8,61.2,6.6,3.4,41.1,No
Sam Houston St.,2015,14.7,13,16,6.5,70.6,42.9,32.9,1.3,4.4,14,74.3,31.7,74.1,60,7.6,7.3,38.9,No
Cal Poly,2016,14.2,10.3,11,5.4,67.6,41.6,34.9,0.7,3.2,-2.8,33.3,38.9,72.4,75.2,7.9,-0.3,46.1,No
Cal Poly,2017,10.4,10.7,17,5.2,69.7,40.3,34,1.3,3.6,-5.2,35.5,39.1,67.2,72.3,8.3,-5,46.7,No
Cal Poly,2018,12,11.8,11,5,78,39.7,35.8,-0.5,3.9,-7.1,29,38.3,67.2,74.3,8.6,-3.6,45.6,No
Cal Poly,2010,11.7,13.5,22,5.5,72.9,41.7,33.4,-1.1,2.4,-5.1,38.7,36.8,70.2,75.3,6.6,1.5,45.6,No
Cal Poly,2011,11.2,11.9,13,6,66.4,38.9,31.1,1.6,2.1,0.4,50,28.7,59.3,58.9,6.3,0,40,No
Cal Poly,2012,12.6,10.6,7,5.7,69.8,42.9,35.2,0.7,1.5,4.2,54.5,33.5,64.7,60.5,6.8,5.5,43.7,No
Cal Poly,2013,13.8,9.4,5,5.8,72.5,42.4,37.5,2.5,1.7,1.7,56.3,35.9,64.8,63.1,7.1,0.9,46.1,No
Cal Poly,2015,10.2,8.8,6,5.4,68.4,39,31.1,1.8,3,1.1,44.8,34.9,60.4,59.3,5.7,1.4,42.6,No
Kent St.,2016,11.7,11.8,9,5.3,68.3,44.6,32.8,-0.2,3.4,1.4,59.4,35.9,73.8,72.4,5.8,4,44.3,No
Kent St.,2017,12.5,12.9,13,6.4,71.9,42.8,32,1.1,3.8,4,61.1,34.8,77,73,7.1,5.9,43.5,No
Kent St.,2018,11.6,13,27,5.9,72.8,42.5,32.6,-0.1,3.6,-0.6,50,33.7,73,73.6,7.5,0.7,44.7,No
Kent St.,2010,12.9,12,10,8.4,67.2,43.2,31.6,3.4,2.7,5,70.6,31.9,70.1,65.1,5.6,0.8,42.9,No
Kent St.,2011,13.9,12.9,9,7.7,66.8,44.1,33.6,1.2,4.1,4.1,67.6,31.3,71,66.8,5.5,0.5,42,No
Kent St.,2012,14.8,14,7,8.5,69,45.2,34.5,1.9,3.9,4.4,63.6,34,70.4,66,6.1,-0.6,42.5,No
Kent St.,2013,11.5,12.8,17,6.7,70.9,42.8,36,1.1,2.7,3.2,60,31.3,71,67.8,6.9,1.2,43.4,No
Kent St.,2015,10.5,11.2,12,5.1,65.8,42.7,36.1,0.3,3.8,3.2,65.7,31.9,66.1,62.9,7.1,1.2,40.9,No
Montana St.,2016,12.6,12.1,14,4.8,68.6,43.4,37.3,-0.4,2,-1.4,45.2,36.7,76.4,77.8,9.6,2.3,47.3,No
Montana St.,2017,13.2,12.3,29,5.7,73,43.5,37.5,1.1,2.4,0.9,50,37.5,80,79.1,10,-0.6,44.9,No
Montana St.,2018,12.5,12.5,17,5.5,72.8,42.4,35.2,0.8,2.1,-2.8,40.6,35.2,76.1,78.9,8,0.1,47.6,No
Montana St.,2010,12.6,11.4,4,6.2,68.8,44.5,36.2,1.8,3.1,1,51.7,34.7,68.7,67.7,7.3,-4,43,No
Montana St.,2011,12.1,12,9,5.8,64.7,41.4,33.3,1.3,2.4,-1.6,41.9,38.1,67.1,68.7,7.6,-2.1,45,No
Montana St.,2012,13,13.7,11,6.7,69.2,42.5,35,0.7,3.7,-2,41.4,37.7,70,72,6.8,-0.7,45.6,No
Montana St.,2013,11.3,11.8,7,7.9,71.9,42.7,33.7,3.1,1.7,-2.1,43.3,38,70.6,72.7,6.7,-2.3,48.1,No
Montana St.,2015,11.6,13.7,16,4.4,72,39.8,35.8,-2.1,3,-7.8,23.3,38.7,63.9,71.7,8.2,-0.9,46.3,No
Jacksonville St.,2016,12.2,10.7,18,5.1,73.2,40.2,34.3,1.8,3.1,-4.3,25.8,33,67.7,72.1,7.8,-5.5,46.5,No
Jacksonville St.,2017,14.1,13.6,24,4.5,71.4,45.9,37.7,-2.7,3.8,1.6,57.1,37.4,69.5,67.9,7.4,3.7,41.7,No
Jacksonville St.,2018,15.1,13,8,6.1,71.2,45.6,32.5,0.1,4.9,6.1,63.9,32.9,71.9,65.8,5.9,5.6,40.7,No
Jacksonville St.,2010,15.2,13.8,11,6.7,73.2,43.5,36.4,-0.4,4.7,-1.9,36.7,37.4,69.6,71.5,6,-1.2,44.1,No
